"","Anon.Student.Id","X","Condition","hints_req","num_errors","minSpent","deltaErrors","intrcpErrors","deltaHints","intrcpHints","Inc..Cor","Inc..Hint","Inc..Inc","NumBOH","firstHintGeom","hintsGeom","errorsGeom","stubbornGeom","numErrors1","numErrors2","numErrors3","numErrors4","numHints1","numHints2","numHints3","numHints4","steptime1","steptime2","steptime3","steptime4","firstHint1","firstHint2","firstHint3","firstHint4"
"1","Stu_0219136de66a5f3a0db28b2dd02a3dda",1,"moderate",0.5,2.97321428571429,1.18630952380952,-0.0113651894625346,3.61534749034749,-0.00285304267605153,0.661196911196911,0.678374666541612,0.0562777638958299,0.265347569562558,0.0446428571428571,0.2,0.405405405405405,0.0903614457831325,0.333333333333333,0.370860927152318,0.28476821192053,0.225165562913907,0.119205298013245,0.181818181818182,0.159090909090909,0.477272727272727,0.181818181818182,0.242112853794844,0.193798449612403,0.168199026500811,0.395889670091942,0.375,0.1875,0.3125,0.125
"2","Stu_029eb9f0cdfed76e9886909ffa3204c5",2,"single",0.100917431192661,3.10091743119266,1.04204892966361,0.0079047354276712,2.66615698267074,-0.0020758039106663,0.215086646279307,0.734193197800793,0.0106348293057154,0.255171972893492,0,0.363636363636364,0.731707317073171,0.0817438692098093,0.416666666666667,0.243323442136499,0.222551928783383,0.320474777448071,0.213649851632047,0.363636363636364,0.363636363636364,0.0909090909090909,0.181818181818182,0.164243815353226,0.178950947887444,0.143500807617104,0.513304429142226,0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143
"3","Stu_02ffd6d9e6cec505aff1d197490d4516",3,"interleaved",3.70873786407767,3.35922330097087,1.01067961165049,-0.0194614066687168,4.37121644774415,0.00347054430435355,3.53797829811536,0.468827889282435,0.384292835591537,0.146879275126028,0.16504854368932,0.0588235294117647,0.0946372239747634,0.0884955752212389,0.0821917808219178,0.313915857605178,0.262135922330097,0.213592233009709,0.210355987055016,0.278745644599303,0.358885017421603,0.289198606271777,0.0731707317073171,0.176523370584876,0.140305081980586,0.105636675095848,0.57753487233869,0.640625,0.296875,0.046875,0.015625
"4","Stu_0326178080208c048588af537814223c",4,"single",0.0689655172413793,2.16091954022989,9.69578544061302,-0.0432674783115842,4.06468858593959,-0.00269738280965226,0.187650360866079,0.749213697824809,0.0125220458553792,0.238264256319812,0,0.571428571428571,0.833333333333333,0.138888888888889,0.25,0.268817204301075,0.209677419354839,0.258064516129032,0.263440860215054,0.5,0.333333333333333,0.166666666666667,0,0.0284956422887457,0.80881015536188,0.104604016672982,0.0580901856763926,0.333333333333333,0.666666666666667,0,0
"5","Stu_03663f81703974bda3196288bbf66b81",5,"increased",0.955752212389381,3.63716814159292,1.4382005899705,-0.000341007385720929,3.65660556257901,0.0115609821012709,0.296776232616941,0.59098688452621,0.0999345847660454,0.309078530707744,0.0265486725663717,0.114285714285714,0.236220472440945,0.069284064665127,0.219512195121951,0.267990074441687,0.267990074441687,0.270471464019851,0.193548387096774,0.134020618556701,0.34020618556701,0.34020618556701,0.185567010309278,0.195759003702457,0.170716930326489,0.168832043083137,0.464692022887917,0.225806451612903,0.354838709677419,0.387096774193548,0.032258064516129
"6","Stu_03c2835b10aaf0656553c50c1e93f9b6",6,"moderate",3.07142857142857,2.97321428571429,1.29300595238095,0.000995148119041931,2.91698841698842,-0.000546690812177536,3.1023166023166,0.450913900913901,0.390941674812643,0.158144424273457,0.267857142857143,0.0533333333333333,0.106007067137809,0.0892857142857143,0.0853658536585366,0.352941176470588,0.235294117647059,0.225490196078431,0.186274509803922,0.272727272727273,0.379446640316206,0.233201581027668,0.114624505928854,0.212703219636595,0.210392094357667,0.15779407076825,0.419110615237488,0.676056338028169,0.23943661971831,0.0704225352112676,0.0140845070422535
"7","Stu_05e8954ca1a8c3a12436eca6835a621d",7,"moderate",0,1.14563106796116,3.50695792880259,-0.0148157097043448,1.91604797258709,0,0,0.829888551165147,0,0.170111448834853,0,1,1,0.206896551724138,1,0.304347826086957,0.260869565217391,0.260869565217391,0.173913043478261,NA,NA,NA,NA,0.155174624887787,0.477065788911213,0.207711708630787,0.160047877570213,NA,NA,NA,NA
"8","Stu_07028f34082e2d4088498ab7f7cad6dd",8,"increased",1.30188679245283,3.4622641509434,1.61336477987421,0.0278660855984079,1.97142857142857,0.00556213315867699,1.00431266846361,0.65000290258911,0.0792008757525999,0.270796221658291,0.0188679245283019,0.133333333333333,0.192307692307692,0.078125,0.235294117647059,0.268361581920904,0.240112994350282,0.285310734463277,0.206214689265537,0.198412698412698,0.253968253968254,0.396825396825397,0.150793650793651,0.309674104521433,0.188197298884322,0.155387551379918,0.346741045214328,0.384615384615385,0.269230769230769,0.346153846153846,0
"9","Stu_0769b9457a7a842c8b2d35ff3ffdec1e",9,"increased",0.276785714285714,2.17857142857143,1.075,-0.0168790788259815,3.13223938223938,0.00858048313800525,-0.208011583011582,0.778238317238317,0.0355555555555556,0.186206127206127,0.00892857142857143,0.333333333333333,0.482758620689655,0.103321033210332,0.384615384615385,0.308641975308642,0.288065843621399,0.251028806584362,0.152263374485597,0.1,0.2,0.466666666666667,0.233333333333333,0.193021120293848,0.186685032139578,0.184573002754821,0.435720844811754,0.125,0.5,0.375,0
"10","Stu_07fd78dd83d1ec46bf245b362819060b",10,"interleaved",1.78761061946903,3.56637168141593,1.1834808259587,-0.0368371149111717,5.66608723135271,-0.0155033601703373,2.67130214917825,0.579470674001924,0.144494423400673,0.276034902597403,0.0265486725663717,0.0952380952380952,0.149253731343284,0.0705882352941176,0.173913043478261,0.293670886075949,0.273417721518987,0.232911392405063,0.2,0.269005847953216,0.257309941520468,0.444444444444444,0.0292397660818713,0.233922434953363,0.18941253477336,0.148911798396334,0.427753231876943,0.578947368421053,0.263157894736842,0.157894736842105,0
